-7.56606,-6.39685,-1.0083
-7.603567317,-6.40153264,-0.982915163
-7.585672461,-6.354344183,-1.02193287
-7.605039286,-6.366362396,-0.967470082
-7.608595147,-6.380243379,-0.982124091
-7.5947533,-6.363884331,-0.951492639
-7.620895875,-6.397456246,-0.963451934
-7.578852577,-6.369901343,-0.954384645
-7.598998981,-6.371254303,-0.940996663
-7.639818608,-6.363367391,-0.920704041
-7.616209257,-6.356342444,-0.971218618
-7.578087848,-6.366903055,-0.980891766
-7.610625799,-6.33947741,-0.973838889
-7.603621023,-6.313538407,-0.924371464
-7.605595549,-6.359422589,-0.966688168
-7.592237648,-6.383098326,-0.978701825
-7.577724138,-6.370437191,-0.930662984
-7.557310181,-6.390933037,-1.008498193
-7.597019473,-6.384449512,-0.940987623
-7.596800721,-6.380795558,-0.963132753
-7.580222634,-6.393037958,-0.949430354
-7.609659932,-6.356284529,-0.928261743
-7.620453204,-6.366859189,-0.900862166
-7.617804362,-6.387906745,-0.929064724
-7.623588885,-6.404490418,-0.944129255
-7.585371479,-6.376364857,-0.89105539
-7.579344326,-6.371942362,-0.870823204
-7.648784304,-6.334302197,-0.889664729
-7.647356694,-6.372830257,-0.927971048
-7.617330866,-6.376499974,-0.926743643
-7.586103839,-6.340120527,-0.924783212
-7.58024462,-6.382417057,-0.910819907
-7.594056753,-6.398961364,-0.896221319
-7.589474707,-6.366358029,-0.859710417
-7.611001314,-6.376370158,-0.902247026
-7.59326987,-6.384987876,-0.899147097
-7.578081351,-6.385085195,-0.922432734
-7.580939507,-6.380756394,-0.883733513
-7.591434208,-6.404296182,-0.914174922
-7.588872212,-6.42239048,-0.902450467
-7.591035612,-6.385176356,-0.904623206
-7.584828675,-6.376953884,-0.933594562
-7.597606323,-6.359649311,-0.875566509
-7.584100575,-6.364632183,-0.808149875
-7.604636899,-6.365118277,-0.811203337
-7.592811623,-6.376506495,-0.815833863
-7.63442735,-6.401838262,-0.80897009
-7.627286609,-6.412849755,-0.820851853
-7.602999454,-6.426796893,-0.911745326
-7.576729337,-6.42441965,-0.879008576
-7.583113712,-6.414747451,-0.823184942
-7.584755366,-6.413147601,-0.861823682
-7.574382476,-6.374665294,-0.828701533
-7.599256112,-6.373807485,-0.762796746
-7.600959222,-6.393992756,-0.727592312
-7.602765781,-6.404173802,-0.757714906
-7.645625651,-6.39199142,-0.718409355
-7.641977756,-6.383696543,-0.67391659
-7.631486957,-6.402873014,-0.724389689
-7.63714943,-6.391628727,-0.724622052
-7.618036153,-6.351275791,-0.675125728
-7.60673053,-6.400547285,-0.705264289
-7.60760696,-6.39881595,-0.726787804
-7.625053801,-6.374693386,-0.688935879
-7.611520799,-6.387176854,-0.675112444
-7.595275381,-6.430264828,-0.724373362
-7.580649337,-6.426197464,-0.709800345
-7.574436052,-6.378718543,-0.732915523
-7.555057841,-6.385660272,-0.728514243
-7.585173881,-6.389013656,-0.741508502
-7.558173679,-6.421708181,-0.730594134
-7.566819124,-6.44291719,-0.760703645
-7.600767957,-6.413058319,-0.787825488
-7.582161526,-6.403472435,-0.758736274
-7.558298957,-6.443079828,-0.728451593
-7.551759372,-6.429926979,-0.724488247
-7.57551948,-6.430859827,-0.718106608
-7.612289704,-6.422847987,-0.715000419
-7.644574735,-6.4378178,-0.729538387
-7.618003299,-6.407086718,-0.737540171
-7.597550468,-6.394380878,-0.732150873
-7.609302845,-6.38597117,-0.684175912
-7.584923707,-6.388881607,-0.750030807
-7.591173548,-6.435230465,-0.77420791
-7.573073895,-6.436989713,-0.760368223
